RegionID,city_state,latitude,longitude
18838,"Kingsley, IA",42.58823,-95.967255
16744,"Alton, IA",42.987213,-96.01053
19595,"New Sharon, IA",41.469738,-92.65143
56576,"Storm Lake, IA",42.645283,-95.19927
17851,"Earlville, IA",42.481625,-91.27236
29106,"Mechanicsville, IA",41.904457,-91.25461
8720,"Jewell, IA",42.306927,-93.64021
21703,"Akron, IA",42.828804,-96.557945
49186,"Lake City, IA",42.267437,-94.733696
6722,"Reinbeck, IA",42.324287,-92.59935
20460,"Shell Rock, IA",42.710987,-92.58228
40211,"Oxford, IA",41.72336,-91.79073
10570,"Brooklyn, IA",41.728645,-92.445595
46243,"Lidderdale, IA",42.12437,-94.783714
5554,"Larchwood, IA",43.453876,-96.43407
5195,"Holstein, IA",42.48936,-95.54464
30204,"Amana, IA",41.800007,-91.870735
37234,"Avoca, IA",41.477657,-95.33949
44733,"Conrad, IA",42.22472,-92.874275
46382,"Malvern, IA",41.00241,-95.5852
25638,"Long Grove, IA",41.698116,-90.58334
4447,"Dysart, IA",42.170937,-92.306206
20846,"Tripoli, IA",42.802315,-92.25814
5405,"Keosauqua, IA",40.730476,-91.961296
51973,"Fairbank, IA",42.63921,-92.048874
10893,"Coggon, IA",42.280956,-91.5306
41100,"Stuart, IA",41.503323,-94.31857
19452,"Montrose, IA",40.532154,-91.41488
16508,"Dunlap, IA",41.85419,-95.60062
37079,"Alden, IA",42.52019,-93.37627
53280,"Merrill, IA",42.719666,-96.248116
33132,"Nora Springs, IA",43.14282,-93.00552
32426,"Lansing, IA",43.361874,-91.215675
40605,"Rockford, IA",43.052193,-92.94853
44822,"Cumming, IA",41.483322,-93.76244
134843,"Maharishi Vedic City, IA",41.054104,-92.00672
14915,"Crescent, IA",41.36507,-95.85842
55931,"Inwood, IA",43.30735,-96.432014
7041,"Sheffield, IA",42.89337,-93.21548
45809,"Hopkinton, IA",42.34407,-91.24828
13507,"Riceville, IA",43.36387,-92.554306
24863,"Gilman, IA",41.87966,-92.78747
45891,"Iowa Falls, IA",42.520794,-93.26476
33851,"Sanborn, IA",43.181633,-95.65587
6782,"Riverdale, IA",41.539692,-90.46431
55666,"Hazleton, IA",42.617325,-91.90584
34966,"Coon Rapids, IA",41.870857,-94.67818
32559,"Lone Tree, IA",41.488136,-91.42581
5406,"Keota, IA",41.363724,-91.95229
36684,"Pocahontas, IA",42.72627,-94.647736
39383,"Lawton, IA",42.478764,-96.18408
32665,"Manly, IA",43.286522,-93.20253
16590,"Hubbard, IA",42.305634,-93.29738
40147,"Olin, IA",41.99799,-91.142006
39628,"Marcus, IA",42.82471,-95.80791
42483,"Dunkerton, IA",42.571854,-92.16177
29644,"George, IA",43.343674,-96.0023
46111,"Lake Park, IA",43.455555,-95.32074
35237,"Buffalo Center, IA",43.387047,-93.94635
42046,"Adair, IA",41.312782,-94.49533
10011,"Audubon, IA",41.670204,-94.91065
13833,"Sidney, IA",40.747387,-95.64688
39212,"Kellogg, IA",41.717678,-92.90735
11258,"Eddyville, IA",41.15615,-92.63817
57247,"Fredericksburg, IA",42.965256,-92.19962
54779,"Udell, IA",40.780792,-92.74207
16015,"Victor, IA",41.731388,-92.29794
34992,"Correctionville, IA",42.474987,-95.78557
49749,"Lohrville, IA",42.27028,-94.54826
29153,"Norway, IA",41.90278,-91.92157
8780,"Preston, IA",42.050774,-90.39412
31919,"Hamburg, IA",40.604446,-95.65777
56280,"Roland, IA",42.168243,-93.50009
6810,"Rockwell, IA",42.98506,-93.18813
19178,"Manilla, IA",41.88963,-95.23231
19192,"Mapleton, IA",42.165813,-95.793335
37095,"Allison, IA",42.75564,-92.79512
6440,"Paullina, IA",42.979122,-95.687744
30374,"Beacon, IA",41.27648,-92.68152
4942,"Gowrie, IA",42.2805,-94.29083
5899,"Melbourne, IA",41.94302,-93.103035
8476,"Elgin, IA",42.957485,-91.62976
55872,"Exira, IA",41.590534,-94.87578
18892,"Lacona, IA",41.190014,-93.38327
10911,"Colo, IA",42.018635,-93.31531
12749,"Milo, IA",41.287064,-93.439125
52597,"Humeston, IA",40.858963,-93.49812
16845,"Aurelia, IA",42.712566,-95.43662
40675,"Sabula, IA",42.071117,-90.17403
19602,"New Virginia, IA",41.180595,-93.73004
18403,"Griswold, IA",41.234787,-95.1415
50894,"Baxter, IA",41.8261,-93.15159
22937,"Wever, IA",40.711487,-91.23043
134925,"Dallas, IA",41.67442,-94.039444
42154,"Kelley, IA",41.950672,-93.6653
31288,"Durant, IA",41.59975,-90.910706
26711,"Redfield, IA",41.58943,-94.19607
133734,"Bertram, IA",41.950096,-91.53519
30353,"Batavia, IA",40.9941,-92.167435
36011,"Newell, IA",42.605568,-95.00262
55933,"Ionia, IA",43.03414,-92.45602
35769,"Lowden, IA",41.857456,-90.92697
6626,"Princeton, IA",41.674755,-90.34041
26353,"Pacific Junction, IA",41.01869,-95.80031
51711,"Dexter, IA",41.51656,-94.22824
36974,"Winthrop, IA",42.47332,-91.73433
28551,"Elma, IA",43.244247,-92.43634
12833,"Morning Sun, IA",41.095974,-91.25558
33016,"Murray, IA",41.041718,-93.950836
22185,"Primghar, IA",43.08692,-95.627235
32676,"Manson, IA",42.529144,-94.53414
38421,"Essex, IA",40.833317,-95.30717
4310,"Dayton, IA",42.261364,-94.068565
46859,"Odebolt, IA",42.31215,-95.25206
39186,"Kanawha, IA",42.935402,-93.793365
29407,"Villisca, IA",40.929317,-94.976906
5511,"Lake View, IA",42.306923,-95.051094
21751,"Allerton, IA",40.706696,-93.36501
35631,"Fayette, IA",42.842075,-91.850266
31265,"Drakesville, IA",40.79864,-92.482414
4920,"Glidden, IA",42.05693,-94.72887
23487,"Andrew, IA",42.15363,-90.592354
43265,"Ruthven, IA",43.12913,-94.899155
50980,"Bernard, IA",42.31246,-90.831566
4114,"Clarksville, IA",42.784554,-92.66798
16805,"Armstrong, IA",43.396164,-94.48014
32072,"Honey Creek, IA",40.918064,-93.12704
43063,"Schleswig, IA",42.165264,-95.43694
10052,"Ainsworth, IA",41.288914,-91.55238
54072,"Readlyn, IA",42.70252,-92.225204
29476,"Shellsburg, IA",42.09444,-91.86935
16419,"Clarence, IA",41.88819,-91.055855
23114,"Underwood, IA",41.38725,-95.67886
55017,"Walker, IA",42.286648,-91.78065
57029,"Laurens, IA",42.846752,-94.851364
42354,"Graettinger, IA",43.23774,-94.75137
20509,"Sioux Rapids, IA",42.893047,-95.15112
56311,"Newhall, IA",41.99455,-91.96739
4742,"Fontanelle, IA",41.28971,-94.56164
19479,"Moulton, IA",40.684986,-92.67725
30150,"Albert City, IA",42.78172,-94.94835
23338,"Sloan, IA",42.233006,-96.22794
8119,"Aplington, IA",42.584053,-92.88376
28545,"La Motte, IA",42.29546,-90.620926
43411,"Minden, IA",41.466713,-95.542625
52215,"Gladbrook, IA",42.187748,-92.715
27041,"Seymour, IA",40.6824,-93.12102
48652,"Carson, IA",41.236496,-95.4212
9660,"Treynor, IA",41.232544,-95.61285
51024,"Blakesburg, IA",40.963985,-92.63643
37670,"Burt, IA",43.19762,-94.21968
29064,"Rolfe, IA",42.812843,-94.52774
45115,"Eldon, IA",40.918053,-92.221954
27660,"Van Horne, IA",42.00861,-92.09102
23795,"Boyden, IA",43.190933,-96.005806
20497,"Silver City, IA",41.11333,-95.63722
56503,"What Cheer, IA",41.401413,-92.35462
43595,"Bonaparte, IA",40.6983,-91.80203
36677,"Otley, IA",41.46479,-93.034325
53407,"Moravia, IA",40.891182,-92.81451
43901,"Anita, IA",41.445133,-94.765045
52123,"Fremont, IA",40.734592,-95.592476
51730,"Doon, IA",43.279423,-96.234406
52116,"Frederika, IA",42.88155,-92.30734
6869,"Russell, IA",40.981983,-93.19826
18633,"Hospers, IA",43.072376,-95.905556
47871,"Stratford, IA",42.271564,-93.9272
24049,"Chelsea, IA",41.918743,-92.39424
23273,"Hampton, IA",42.742477,-93.208084
49121,"Elkhart, IA",41.7934,-93.52401
44993,"Dumont, IA",42.750153,-92.97313
55696,"Keystone, IA",41.99889,-92.19794
9298,"Schaller, IA",42.499626,-95.293335
9560,"Garwin, IA",42.092663,-92.67646
7747,"Wall Lake, IA",42.271008,-95.092804
54537,"Stanton, IA",40.981575,-95.10418
36596,"Ackworth, IA",41.366013,-93.47347
33292,"Oxford Junction, IA",41.983627,-90.95626
55261,"Worthington, IA",42.39638,-91.11986
40867,"Shelby, IA",41.668243,-95.31636
27290,"Stout, IA",42.52646,-92.7117
56616,"Ventura, IA",43.126625,-93.4779
18611,"Holy Cross, IA",42.60055,-90.99568
42577,"Luxemburg, IA",42.60277,-91.07402
52448,"Hawkeye, IA",42.938553,-91.950966
32875,"Milton, IA",40.67363,-92.1617
52968,"Lime Springs, IA",43.448494,-92.280495
49387,"Early, IA",42.46134,-95.15231
38550,"Fonda, IA",42.58137,-94.84599
50005,"Terril, IA",43.30593,-94.9711
53041,"Lorimor, IA",41.127052,-94.055305
8583,"Grand Mound, IA",41.824028,-90.647766
35822,"Radcliffe, IA",42.315563,-93.43381
36877,"Ocheyedan, IA",43.415947,-95.53491
6986,"Scranton, IA",42.020958,-94.54554
16325,"Bancroft, IA",43.29302,-94.21822
34689,"Wayland, IA",41.147205,-91.66083
55902,"Granville, IA",42.985256,-95.874146
57042,"Sutherland, IA",42.974285,-95.49757
54139,"Ridgeway, IA",43.296906,-91.98953
35818,"Ossian, IA",43.14619,-91.76466
43075,"Swea City, IA",43.384785,-94.30967
25847,"Melrose, IA",40.975204,-93.04967
32162,"Ireton, IA",42.974705,-96.318344
8024,"Wyoming, IA",42.058933,-91.00704
37172,"Arlington, IA",42.748966,-91.67145
57174,"Nichols, IA",41.481247,-91.30763
42308,"Lehigh, IA",42.359974,-94.05218
36489,"Weldon, IA",40.89748,-93.734955
6524,"Plainfield, IA",42.847477,-92.53713
39977,"New Hampton, IA",43.05942,-92.318115
43167,"Walnut, IA",41.47726,-95.22207
57310,"Wellsburg, IA",42.43506,-92.926315
31538,"Farmington, IA",40.63982,-91.741615
55151,"Westside, IA",42.07439,-95.09814
21559,"Delhi, IA",42.429707,-91.33091
8122,"Arcadia, IA",42.08689,-95.04555
39381,"Lawler, IA",43.06996,-92.150566
46319,"Lost Nation, IA",41.96391,-90.81764
46562,"Mingo, IA",41.767654,-93.28363
41330,"Union, IA",41.015697,-94.24727
43929,"Argyle, IA",40.53258,-91.56648
4395,"Dorchester, IA",43.4707,-91.50909
41124,"Sumner, IA",42.848885,-92.09708
27360,"Tabor, IA",40.898384,-95.67123
23497,"Anthon, IA",42.388348,-95.866516
51360,"Charter Oak, IA",42.06954,-95.591324
28376,"Alburnett, IA",42.14826,-91.61882
19583,"New Hartford, IA",42.566925,-92.62214
34269,"Thompson, IA",43.371384,-93.770905
27279,"Stockton, IA",41.5914,-90.858765
57162,"Delmar, IA",42.002224,-90.60713
52575,"Hornick, IA",42.23049,-96.097176
11318,"Emerson, IA",41.017242,-95.40214
48608,"Zearing, IA",42.16124,-93.29702
33761,"Royal, IA",43.064545,-95.28414
51488,"Collins, IA",41.9028,-93.306335
36464,"Rowley, IA",42.369987,-91.84406
4628,"Everly, IA",43.16027,-95.32717
22917,"Salem, IA",40.85417,-91.61931
39525,"Lovilia, IA",41.134388,-92.90764
47987,"Thornton, IA",42.943855,-93.382744
3910,"Bussey, IA",41.204563,-92.88679
44971,"Dows, IA",42.65639,-93.50093
26573,"Pomeroy, IA",42.55071,-94.68515
23814,"Breda, IA",42.181637,-94.97705
10659,"Calamus, IA",41.82575,-90.758934
16826,"Atalissa, IA",41.571136,-91.165985
56822,"Truro, IA",41.209717,-93.84661
27310,"Sully, IA",41.57898,-92.846405
31793,"Goldfield, IA",42.735344,-93.92044
12790,"Mondamin, IA",41.710438,-96.02187
22737,"Woodburn, IA",41.01127,-93.597824
15562,"Malcom, IA",41.705967,-92.55598
35805,"Moscow, IA",41.575027,-91.08265
46350,"Lynnville, IA",41.577496,-92.78352
23983,"Castalia, IA",43.11211,-91.67646
50663,"Albion, IA",42.112423,-92.990135
29564,"Ryan, IA",42.35147,-91.48169
32882,"Minburn, IA",41.755447,-94.029495
38252,"Duncombe, IA",42.4705,-93.993355
41249,"Toddville, IA",42.098602,-91.71675
9605,"Luana, IA",43.06026,-91.45403
39660,"Masonville, IA",42.47936,-91.59115
57356,"Homestead, IA",41.760147,-91.870766
18352,"Grand Junction, IA",42.03162,-94.23802
30779,"Casey, IA",41.50519,-94.51938
34766,"West Union, IA",42.962418,-91.80766
54899,"Vail, IA",42.06075,-95.200134
37432,"Birmingham, IA",40.87907,-91.94846
14852,"Crawfordsville, IA",41.214714,-91.53885
56231,"New Albin, IA",43.49633,-91.28782
50168,"Unionville, IA",40.818336,-92.69603
10610,"Buffalo, IA",41.458015,-90.71716
44883,"Deep River, IA",41.58028,-92.37491
50399,"Wesley, IA",43.088207,-93.992584
25734,"Manning, IA",41.90923,-95.065056
7786,"Waucoma, IA",43.055893,-92.0347
15424,"Floyd, IA",43.05879,-92.78305
23729,"Blairstown, IA",41.908524,-92.084595
23672,"Bennett, IA",41.740303,-90.97376
57279,"Maurice, IA",42.96643,-96.180244
56244,"Richland, IA",41.185562,-91.992935
20600,"Sperry, IA",40.957733,-91.15874
44006,"Bagley, IA",41.846123,-94.42967
55029,"Wapello, IA",41.01376,-92.414024
8503,"Gilbert, IA",41.52538,-90.509865
44727,"Conesville, IA",41.381996,-91.35001
51889,"Elliott, IA",41.149185,-95.16265
43579,"Crystal Lake, IA",43.223236,-93.791664
13261,"Persia, IA",41.579487,-95.56894
19601,"New Vienna, IA",42.54805,-91.1143
51358,"Charlotte, IA",41.960476,-90.468864
17459,"Clare, IA",42.587246,-94.34448
30595,"Brighton, IA",41.174885,-91.81993
12609,"Massena, IA",41.253887,-94.769066
5717,"Lucas, IA",41.014744,-93.342766
11811,"Harpers Ferry, IA",43.200603,-91.15254
50269,"Battle Creek, IA",42.315544,-95.59861
51975,"Fairfax, IA",41.91945,-91.78101
18152,"Fort Atkinson, IA",43.143337,-91.93266
41080,"Stockport, IA",40.857174,-91.83365
30637,"Buckingham, IA",42.26249,-92.44769
3482,"Auburn, IA",42.25052,-94.87777
49679,"Lenox, IA",40.881298,-94.55889
34679,"Watkins, IA",41.891766,-91.985954
8220,"Baldwin, IA",42.073093,-90.84096
48775,"Aurora, IA",42.618874,-91.72849
26105,"New Liberty, IA",41.71773,-90.87964
15204,"Eldora, IA",42.360687,-93.09961
28146,"Dedham, IA",41.906315,-94.822205
41247,"Titonka, IA",43.236904,-94.04134
18501,"Havelock, IA",42.83271,-94.70251
45671,"Hartford, IA",41.45938,-93.40307
37244,"Badger, IA",42.614418,-94.146164
26417,"Paton, IA",42.16536,-94.25435
53715,"Ollie, IA",41.19837,-92.09309
28437,"Kensett, IA",43.35457,-93.210014
35104,"Ashton, IA",43.31129,-95.79095
21424,"Zwingle, IA",42.29754,-90.68756
9224,"Whiting, IA",42.127552,-96.15249
47077,"Peterson, IA",42.91795,-95.34372
6013,"Monmouth, IA",42.07696,-90.87987
28403,"Alta Vista, IA",43.19844,-92.416985
35137,"Brandon, IA",42.314434,-92.00212
33020,"Mystic, IA",40.77767,-92.94534
46426,"Martelle, IA",42.02048,-91.35902
43943,"Arnolds Park, IA",43.37045,-95.125885
7880,"Westfield, IA",42.756554,-96.603745
40660,"Rudd, IA",43.128216,-92.90282
14946,"Danbury, IA",42.234158,-95.72223
24288,"Cumberland, IA",41.27303,-94.87033
5672,"Lockridge, IA",40.99475,-91.74833
22582,"Stanhope, IA",42.288868,-93.79606
44596,"Churdan, IA",42.155365,-94.4774
134186,"Peru, IA",41.22676,-93.92625
4788,"Fostoria, IA",43.241806,-95.155815
38496,"Farragut, IA",40.719204,-95.48094
7926,"Whittemore, IA",43.06375,-94.42321
37598,"Bronson, IA",42.40963,-96.212364
9213,"Stanwood, IA",41.89272,-91.15028
22732,"Wiota, IA",41.400833,-94.88687
8498,"Ellston, IA",40.840214,-94.10871
42357,"Grand River, IA",40.81929,-93.96256
31301,"Earling, IA",41.7752,-95.41759
18895,"Ladora, IA",41.754482,-92.18477
7782,"Waterville, IA",43.207664,-91.297585
55632,"Columbus Junction, IA",41.27919,-91.36138
39527,"Low Moor, IA",41.801582,-90.35475
50057,"Rose Hill, IA",41.321835,-92.46223
47816,"Stacyville, IA",43.43608,-92.78241
50455,"Otho, IA",42.42463,-94.151886
45512,"Grandview, IA",41.275852,-91.18844
32491,"Libertyville, IA",40.95745,-92.05144
17140,"Braddyville, IA",40.578354,-95.02993
33449,"Plano, IA",40.755566,-93.04659
25567,"Lewis, IA",41.306004,-95.089226
37631,"Bryant, IA",41.96336,-90.33013
22524,"Lone Rock, IA",43.219963,-94.32466
48739,"Bouton, IA",41.85254,-94.00822
32751,"Maynard, IA",42.773884,-91.880615
6542,"Plymouth, IA",42.73691,-96.22136
17835,"Dundee, IA",42.57906,-91.54685
56364,"Menlo, IA",41.51994,-94.4048
11116,"Dickens, IA",43.131474,-95.0238
9941,"Parnell, IA",41.5835,-92.00483
28665,"Lamont, IA",42.59852,-91.64179
35211,"Clearfield, IA",40.800694,-94.475685
32935,"Montour, IA",41.981594,-92.71407
19812,"Packwood, IA",41.132805,-92.084785
41803,"Yale, IA",41.775063,-94.35501
20832,"Tracy, IA",41.27639,-92.87547
52795,"Kiron, IA",42.194702,-95.326965
43884,"Alvord, IA",43.34215,-96.30112
9099,"Linn Grove, IA",42.89127,-95.24668
12138,"Joice, IA",43.362732,-93.45382
9837,"Delta, IA",41.32262,-92.33018
46212,"Leighton, IA",41.337223,-92.78712
36396,"Thurman, IA",40.819878,-95.748085
46165,"Latimer, IA",42.76359,-93.36877
30954,"Clutier, IA",42.079117,-92.40373
51922,"Epworth, IA",42.445,-90.932076
22639,"Ute, IA",42.050365,-95.70641
19049,"Little Rock, IA",43.44398,-95.88319
16548,"Irwin, IA",41.79184,-95.20626
35592,"Laurel, IA",41.884155,-92.92214
44943,"Dixon, IA",41.742786,-90.78235
33600,"Reasnor, IA",41.578327,-93.023254
3582,"Beaman, IA",42.219707,-92.82353
19641,"Nodaway, IA",40.936752,-94.894966
33908,"Searsboro, IA",41.57935,-92.704956
33989,"Sigourney, IA",41.333096,-92.20493
53542,"New Market, IA",40.730988,-94.89954
5066,"Harris, IA",43.445244,-95.43417
40334,"Pierson, IA",42.544155,-95.867516
15076,"Columbia, IA",41.175278,-93.149925
26292,"Olds, IA",41.133457,-91.545135
43346,"Garrison, IA",42.144226,-92.144196
8796,"Moorhead, IA",41.922535,-95.85144
22615,"Williams, IA",42.48714,-93.54471
21342,"Winfield, IA",41.12877,-91.43798
12219,"Klemme, IA",43.007015,-93.60221
11912,"Hillsboro, IA",40.83577,-91.71492
55601,"Colfax, IA",41.677723,-93.24523
55971,"Douds, IA",40.84116,-92.07757
56404,"Little Sioux, IA",41.808018,-96.02303
24405,"Donnellson, IA",40.642815,-91.564606
16367,"Portsmouth, IA",41.650097,-95.518715
39560,"Lytton, IA",42.423004,-94.859856
47395,"Rippey, IA",41.93456,-94.2008
30736,"Cantril, IA",40.64513,-92.06974
38783,"Greeley, IA",42.585766,-91.34156
32990,"Mount Union, IA",41.057434,-91.39061
37911,"Cleghorn, IA",42.81225,-95.712715
55394,"Bode, IA",42.868256,-94.28741
39824,"Modale, IA",41.61975,-96.01204
3329,"Agency, IA",40.99497,-92.30681
57349,"Galva, IA",42.506927,-95.41722
42794,"Melvin, IA",43.28727,-95.6093
50589,"Webb, IA",42.94873,-95.01174
31409,"Ellsworth, IA",42.312096,-93.5787
17418,"Chester, IA",43.492317,-92.36314
18985,"Leland, IA",43.337067,-93.63535
42233,"Elk Horn, IA",41.591656,-95.060326
18076,"Farmersburg, IA",42.95843,-91.36783
7146,"South English, IA",41.45206,-92.09036
42520,"Harvey, IA",41.31766,-92.924095
5664,"Livermore, IA",42.868324,-94.18505
38877,"Hanlontown, IA",43.28129,-93.378784
17450,"Cincinnati, IA",40.630856,-92.924644
50865,"Barnum, IA",42.509026,-94.365456
23915,"Callender, IA",42.36174,-94.292885
24333,"De Soto, IA",41.53186,-94.00852
12693,"Meservey, IA",42.912018,-93.47805
56447,"Oakville, IA",41.09982,-91.0444
25671,"Lu Verne, IA",42.90902,-94.08455
17473,"Clermont, IA",43.001472,-91.65333
22934,"Westgate, IA",42.769714,-91.99628
13174,"Panama, IA",41.72632,-95.47204
31940,"Harcourt, IA",42.262753,-94.1758
13901,"South Amana, IA",41.77612,-91.9674
45483,"Goose Lake, IA",41.968365,-90.38229
25387,"Keswick, IA",41.4528,-92.23949
6742,"Rhodes, IA",41.927345,-93.18431
11943,"Holland, IA",42.398933,-92.80019
16421,"Marne, IA",41.449112,-95.111244
26681,"Randolph, IA",40.873066,-95.56597
6416,"Parkersburg, IA",42.575558,-92.78704
17591,"Corwith, IA",42.99292,-93.95737
14112,"Templeton, IA",41.91854,-94.94304
19028,"Linden, IA",41.642586,-94.26974
5089,"Hastings, IA",41.022724,-95.49904
11069,"Defiance, IA",41.824093,-95.341354
26303,"Onslow, IA",42.106956,-91.015144
33091,"New Providence, IA",42.28144,-93.17207
22586,"Steamboat Rock, IA",42.408497,-93.067024
54147,"Ringsted, IA",43.29577,-94.5089
47521,"Saint Olaf, IA",42.92862,-91.38606
30970,"Coin, IA",40.65565,-95.23241
134910,"McIntire, IA",43.435337,-92.59379
28868,"Promise City, IA",40.746605,-93.149704
18969,"Le Grand, IA",42.00681,-92.77557
27790,"Washta, IA",42.575626,-95.7171
12853,"Mount Auburn, IA",42.254936,-92.09268
21879,"Geneva, IA",42.676193,-93.12999
24916,"Grafton, IA",43.329857,-93.06966
53156,"Marble Rock, IA",42.965027,-92.86843
23644,"Bedford, IA",40.66808,-94.719955
134904,"McCallsburg, IA",42.16536,-93.38991
46909,"Orchard, IA",43.227497,-92.77472
21777,"Haverhill, IA",41.94407,-92.96089
34394,"University Park, IA",41.286716,-92.61892
34847,"Williamson, IA",41.088036,-93.254684
8886,"Raymond, IA",42.468178,-92.2184
11411,"Farnhamville, IA",42.27609,-94.40386
48378,"Webster, IA",42.432606,-94.18432
22204,"Pulaski, IA",40.69682,-92.27329
8694,"Jamaica, IA",41.846058,-94.30815
42502,"Harper, IA",41.362488,-92.05101
48698,"Center Junction, IA",42.11612,-91.0871
36925,"Pisgah, IA",41.8316,-95.9262
13416,"Quimby, IA",42.63023,-95.641945
56704,"Thayer, IA",41.02879,-94.05035
24558,"Elberon, IA",42.00584,-92.3171
17149,"Brayton, IA",41.544376,-94.92412
45475,"Goodell, IA",42.923874,-93.61261
12396,"Lineville, IA",40.581062,-93.52412
53695,"Okoboji, IA",43.38588,-95.148735
4308,"Dawson, IA",41.843697,-94.22188
55884,"Lakota, IA",43.37739,-94.09346
41145,"Swan, IA",41.46527,-93.31126
33685,"Riverton, IA",40.687,-95.56817
4553,"Elk Run Heights, IA",42.469093,-92.26161
4288,"Cylinder, IA",43.08877,-94.55075
19821,"Palmer, IA",42.63107,-94.600555
45260,"Fenton, IA",43.218884,-94.42742
15713,"Renwick, IA",42.827766,-93.97971
44498,"Cedar, IA",41.76086,-91.12632
55965,"Dolliver, IA",43.465157,-94.61402
57157,"Archer, IA",43.115257,-95.74585
11689,"Gravity, IA",40.75873,-94.74476
16715,"Alexander, IA",42.80605,-93.47656
27914,"Wheatland, IA",41.83169,-90.8382
41224,"Thor, IA",42.6899,-94.04952
28881,"Moorland, IA",42.44164,-94.29497
5800,"Marathon, IA",42.861416,-94.98232
51025,"Blanchard, IA",40.579163,-95.2217
53120,"Mallard, IA",42.937843,-94.68375
28269,"Ayrshire, IA",43.038975,-94.833
49014,"Henderson, IA",41.140553,-95.43111
11132,"Donahue, IA",41.694706,-90.67536
18036,"Exline, IA",40.649334,-92.84081
10441,"Blencoe, IA",41.930233,-96.08081
18388,"Greenville, IA",43.016533,-95.146416
22843,"Soldier, IA",41.985023,-95.77944
35799,"Luzerne, IA",41.905956,-92.18049
30346,"Barnes City, IA",41.508232,-92.46839
15480,"Hartwick, IA",41.784794,-92.3437
41790,"Woolstock, IA",42.566605,-93.84387
135511,"Shueyville, IA",41.848118,-91.64884
47725,"Smithland, IA",42.228825,-95.930626
3356,"Alleman, IA",41.82006,-93.61125
3565,"Bayard, IA",41.85203,-94.558266
12320,"Larrabee, IA",42.8608,-95.54554
16177,"Rutland, IA",42.76092,-94.29213
47337,"Rembrandt, IA",42.825317,-95.166466
27350,"Swisher, IA",41.845623,-91.69297
29432,"Wadena, IA",42.842796,-91.65685
30047,"Woden, IA",43.231113,-93.90914
55119,"West Okoboji, IA",43.35328,-95.162476
19322,"Meriden, IA",42.794773,-95.63452
55787,"Elkader, IA",42.854534,-91.40409
31996,"Hedrick, IA",41.172462,-92.308914
11031,"Dakota City, IA",42.721245,-94.20138
36114,"Liscomb, IA",42.18919,-93.00493
42183,"Kimballton, IA",41.6289,-95.07286
27748,"Wallingford, IA",43.319828,-94.79418
47826,"Stanley, IA",42.642784,-91.8116
54996,"Volga, IA",42.80288,-91.5411
41534,"Wahpeton, IA",43.366154,-95.17144
43617,"Deloit, IA",42.097767,-95.322495
18277,"Gilbertville, IA",42.417713,-92.21507
34596,"Vincent, IA",42.591675,-94.02055
36462,"Rowan, IA",42.740986,-93.552124
11749,"Guernsey, IA",41.64876,-92.343285
56928,"Afton, IA",41.0289,-94.197044
15812,"Middletown, IA",40.828373,-91.25904
24811,"Fruitland, IA",41.355946,-91.129425
45265,"Fertile, IA",43.264088,-93.420135
29578,"West Bend, IA",42.957764,-94.445015
24732,"Floris, IA",40.86509,-92.33272
7833,"West Chester, IA",41.338573,-91.81795
32467,"Ledyard, IA",43.42157,-94.161354
34507,"Urbana, IA",42.223793,-91.87553
27067,"Sheldahl, IA",41.863018,-93.694916
22317,"Marquette, IA",43.04506,-91.179306
135149,"Orleans, IA",43.447178,-95.09249
52214,"Gilmore City, IA",42.72957,-94.44328
32857,"Miles, IA",42.048035,-90.315865
52526,"Hills, IA",41.554184,-91.53489
35938,"Martensdale, IA",41.37391,-93.739395
51236,"Calmar, IA",43.182804,-91.86481
14451,"Walford, IA",41.87823,-91.834915
23229,"Dow City, IA",41.92889,-95.49608
31363,"Edgewood, IA",42.644493,-91.401115
33150,"North English, IA",41.513763,-92.07629
27874,"West Point, IA",40.717373,-91.45308
55885,"Lambs Grove, IA",41.70053,-93.0802
36704,"Protivin, IA",43.215687,-92.09104
54589,"Strawberry Point, IA",42.68357,-91.53436
48948,"Columbus City, IA",41.25866,-91.37494
11579,"Garnavillo, IA",42.86857,-91.23591
134908,"McGregor, IA",43.02183,-91.17845
41009,"Spillville, IA",43.205177,-91.95113
5617,"Letts, IA",41.32829,-91.236946
30978,"Colesburg, IA",42.639557,-91.20208
43353,"Quasqueton, IA",42.39417,-91.761
3737,"Boise, ID",43.616615,-116.20089
33024,"Nampa, ID",43.573734,-116.55963
46508,"Meridian, ID",43.60863,-116.39233
39097,"Idaho Falls, ID",43.488792,-112.03628
30691,"Caldwell, ID",43.667873,-116.689415
13343,"Pocatello, ID",42.86203,-112.45063
41319,"Twin Falls, ID",42.555855,-114.47007
40420,"Post Falls, ID",47.71101,-116.94809
33639,"Rexburg, ID",43.823517,-111.787025
52951,"Lewiston, ID",46.41959,-117.021614
24464,"Eagle, ID",43.695442,-116.35401
36693,"Kuna, ID",43.49183,-116.42012
6057,"Moscow, ID",46.732388,-117.00017
41866,"Blackfoot, ID",43.19004,-112.34836
54144,"Rigby, ID",43.675194,-111.918
12125,"Jerome, ID",42.702267,-114.286705
22243,"Mountain Home, ID",43.13295,-115.6912
18510,"Hayden, ID",47.759064,-116.78668
6929,"Sandpoint, ID",48.27659,-116.553246
55587,"Burley, ID",42.535744,-113.79279
42632,"Rathdrum, ID",47.81115,-116.896935
